,reviews,ratings
8411,This is a good product.  It does what it is supposed to do without splitting.  I don't hesitate to recommend it.,4
8412,Color on the cool side as I was expecting warm happy colors. Disappointed,3
8413,Soooo...luminance color...brilliant enough... a brush must be matte..,3
8414,It over heats quickly... Not enjoying this purchase at all.,2
8415,I use it every night. It's important to give your skin these ingredients to help rejuvenate it overnight. Plus the lavender it calming before bed.,5
8416,"It serves its purpose, but I wish it had a separate heat setting.  You only get heat or the cool blast button, nothing in between.",4
8417,Little sort in the back and large in the neck. Otherwise good.,4
8418,ABSOLUTELY THE BEST THING EVER. Way better than the portable versions.  This waterpik will clean your brains dry without ever trying.,5
8419,I do not like thes roller. They donot stay on the hair.,1
8420,"I like my new Norelco shaver.  It does a good job, giving a close smooth shave and it does not make a loud noise.",4
8421,Very pretty but fragile. It would look stunning with fine blonde hair.,3
8422,A little flimsy. Shorter on one side than I thought. Does what it needs to.,4
8423,I like the powder better than the cream.  Works great under breasts and areas of skin friction and sweat.,4
8424,The box says it's quiter than earlier models - no ttrue.  This unit is very loud and annoying.  Works great otherwise,3
8425,"Too orange for me; I'm a pale redhead, more pink and white than orange skin",3
8426,This product is far from what is described I am very un-happy I will never recommend this even to my worst enemy!!!!!!!,1
8427,These aren't 'regular' razor blades. They are 'flimsy' and not great for cutting without a blade holder,2
8428,Poor quality. Several of the stones fell out in the package and more fell out after I opened it,2
8429,very upset this bracelet broke the first day my daughter wore it very cheap made product I would not waste money on this,1
8430,Dull blades.  Cheap single blades are better than these. Cuts my face more than my beard. Don't bother with theses.,1
8431,"I did receive mine coupleof days back. Only thing I gave 1 star was, the product expires next month.",1
8432,Poor bottle design it started to leak and I had to throw it out,1
8433,"Not bad for the price. They are cheap, but hey you get what you pay for!

Nothing a little clear nail polish can't fix!",3
8434,"I would go with the water flossers that you could attach to your sink or shower instead, much more convenient.",3
8435,"The product arrived on time and in perfect condition. I am very satisfied.
Art",5
8436,"Don't think I will use these on my nails, I will use them on my cards.",4
8437,decent soap but i felt like its odor was a bit strong,3
8438,"Love the scent, love the way it makes my skin feel and the price is great! All around an excellent product!",5
8439,The only issue is there aren't replacement main flosser tubes included.  It has more attachments than necessary for most folks.,4
8440,My dry cuticles soak this stuff up. I've been looking for something like this to include in my nightly regimen and this was perfect.,5
8441,Had purchased this set from another retailer and was looking for more. Glad I found it again and was exactly the same as my others.,5
8442,So what if it smells a little. It gets the job done and no more irritating razor bumps!,4
8443,"They are what they are, the only thing I did not like about it is you cant pick your colors",4
8444,"great product - color is no where close to my skin, so I mix it with my foundation and it works well.  Love it",4
8445,Wonder when someone will come up with a solution to tangled cords... this product is good the button is a bit stiff to release brush...,4
8446,I don't think this is a new one. The bottle is dirty.  There was only 3/4 cleaner inside,2
8447,The thick sides only worked on all my pens. Couldn't get any detail out of them,2
8448,"LOVE this! Great on toddlers, too. Its one of my go-to baby gifts.",5
8449,I don't know what exactly a toner should do but I can't see any difference between this product and water!,1
8450,CONTAINES INGREDIENTS THAT ARE HARMFUL TO MENTAL  WELL BEING.  IT CONTAINS ALUMINUM PRODUCTS THAT CONTRIBUTE TO MENTAL UNSTABLENESS DUE TO BEING ABSORBED INTO THE BLOOD STREAM.,1
8451,"CHANGED MY MIND, GOOD PRODUCT, SLIGHT WARM FEELING, GIVES FULNESS TO BREASTS, GOOD PRODUCT.",4
8452,"It is okay, but not as fresh as I expected",5
8453,Cheap product. Was only able to use it once before it stopped working.,1
8454,I have stuck with the Venus Divine razor because the blades do a better job of shaving than anything else I've tried.,4
8455,Item came on time. It does cover well but not on tattoos. Its not smudge proof. Comes off on clothing.,2
8456,"the make goes on think, it does last a while though. Would suggest does NOT cause acne like base minerals does.",3
8457,It does what it should.  They are very minty so right after eating is a bit of a shock but they certainly work.,4
8458,Color wasn't exactly as expected but it's still a nice lipstick.,3
8459,"Great mask, blocks light well.  Not made for larger noses!",4
8460,"Don't like the scent, don't find it better than lots of other products that smell better.",3
8461,This device flushes food from the pockets between my teeth unlike floss that frequently drives it in deeper which makes the situation worse.,4
8462,"I love this.  The bristles help ""grab"" the hair to curl it.  The only negative thing is that on/off button is really touchy.",4
8463,I revived the products and one of them was damaged.,4
8464,Love this product BUT at the end of the day my face is a little greasy price is great 2 cheaper than walmart.,4
8465,Not sure if the product has changed its label but the product I received was not the same as the photo.,3
8466,"I did receive 21 nose rings. However, most were of a yellow color.",4
8467,Sharp and well made.  Also has a handy protective holster.,5
8468,Still waiting patiently to see results with only 1 pill left:(,2
8469,Huge improvement has been made to this appliance.  Many options and adjustable spray are welcomed additions for us.,4
8470,"Small, but effective. A little bit noisy, but it does the job. I recommend this model. Works well for the cost.",4
8471,"The thigh lifts work for me. They stay in place all day, even in summer heat and and help eliminate sagging knees.",4
8472,Its on for temporary use but doesn't hold for very long on white girls scalp,3
8473,I love this product and think it is a great value for your money.. I will definitely buy again from this supplier when this runs out.,5
8474,It kept falling off! Then when I actually got it to stay it would crinkle up! It was annoying. ugh,2
8475,"the inside isn't really that good, they come off easily, and the product is hard to clip on, but i still enjoyed these.",3
